Out1,Out2,Out3,Out4,time,
0.002996252126359375,0.000999500166625,2.5000000000000002e-08,0.0,0.001,
0.00598501702155785,0.0019980013326669167,3.8059798683333336e-07,0.0,0.002,
0.008966307483575355,0.002995504496626999,1.8627459618381939e-06,0.0,0.003,
0.011940136341492333,0.003992010656008495,5.687047542128254e-06,0.0,0.004,
0.014906516454738589,0.0049875208073176455,1.3383288226896564e-05,0.0,0.005,
0.017865460712349894,0.005982035946064686,2.668637554748604e-05,0.0,0.006,
0.02081698203223224,0.006975557066764837,4.7429066482396515e-05,0.0,0.007,
