"time","Out1","Out2","Out3","Out4"
0.647,0.88461,0.476386,0.563695,0
0.648,0.884913,0.476909,0.564695,0
0.649,0.885214,0.477432,0.565695,0
0.65,0.885513,0.477954,0.566694,0
0.651,0.885809,0.478476,0.567694,0
0.652,0.886103,0.478997,0.568694,0
0.653,0.886396,0.479518,0.569693,0
0.654,0.886686,0.480038,0.570693,0
0.655,0.886974,0.480558,0.571693,0
0.656,0.88726,0.481077,0.572692,0
0.657,0.887544,0.481596,0.573692,0
0.658,0.887825,0.482114,0.574692,0
0.659,0.888105,0.482632,0.575691,0
0.66,0.888383,0.483149,0.576691,0
0.661,0.888658,0.483665,0.577691,0
0.662,0.888932,0.484181,0.57869,0
0.663,0.889203,0.484697,0.57969,0
0.664,0.889472,0.485212,0.58069,0
0.665,0.88974,0.485726,0.58169,0
0.666,0.890005,0.48624,0.582689,0
0.667,0.890268,0.486754,0.583689,0
0.668,0.890529,0.487267,0.584689,0
0.669,0.890788,0.487779,0.585688,0
0.67,0.891045,0.488291,0.586688,0
0.671,0.8913,0.488803,0.587688,0
0.672,0.891553,0.489314,0.588688,0
0.673,0.891804,0.489824,0.589687,0
0.674,0.892052,0.490334,0.590687,0
0.675,0.892299,0.490844,0.591687,0
0.676,0.892544,0.491352,0.592687,0
0.677,0.892787,0.491861,0.593686,0
0.678,0.893027,0.492369,0.594686,0
0.679,0.893266,0.492876,0.595686,0
0.68,0.893503,0.493383,0.596686,0
0.681,0.893737,0.493889,0.597685,0
0.682,0.89397,0.494395,0.598685,0
0.683,0.894201,0.494901,0.599685,0
0.684,0.894429,0.495405,0.600685,0
0.685,0.894656,0.49591,0.601685,0
0.686,0.894881,0.496414,0.602684,0
0.687,0.895103,0.496917,0.603684,0
0.688,0.895324,0.49742,0.604684,0
0.689,0.895543,0.497922,0.605684,0
0.69,0.89576,0.498424,0.606683,0
0.691,0.895975,0.498925,0.607683,0
0.692,0.896187,0.499426,0.608683,0
0.693,0.896398,0.499926,0.609683,0
0.694,0.896607,0.500426,0.610683,0
0.695,0.896814,0.500926,0.611682,0
0.696,0.897019,0.501424,0.612682,0
0.697,0.897222,0.501923,0.613682,0
0.698,0.897423,0.502421,0.614682,0
0.699,0.897623,0.502918,0.615682,0
0.7,0.89782,0.503415,0.616682,0
0.701,0.898015,0.503911,0.617681,0
0.702,0.898209,0.504407,0.618681,0
0.703,0.8984,0.504902,0.619681,0
0.704,0.89859,0.505397,0.620681,0
0.705,0.898777,0.505891,0.621681,0
0.706,0.898963,0.506385,0.62268,0
0.707,0.899147,0.506879,0.62368,0
0.708,0.899329,0.507372,0.62468,0
0.709,0.899509,0.507864,0.62568,0
0.71,0.899687,0.508356,0.62668,0
0.711,0.899863,0.508847,0.62768,0
0.712,0.900037,0.509338,0.628679,0
0.713,0.90021,0.509829,0.629679,0
0.714,0.90038,0.510318,0.630679,0
0.715,0.900549,0.510808,0.631679,0
0.716,0.900716,0.511297,0.632679,0
0.717,0.900881,0.511785,0.633679,0
0.718,0.901044,0.512273,0.634679,0
0.719,0.901205,0.512761,0.635678,0
0.72,0.901364,0.513248,0.636678,0
0.721,0.901522,0.513734,0.637678,0
0.722,0.901677,0.51422,0.638678,0
0.723,0.901831,0.514706,0.639678,0
0.724,0.901983,0.515191,0.640678,0
0.725,0.902133,0.515675,0.641678,0
0.726,0.902281,0.51616,0.642677,0
0.727,0.902427,0.516643,0.643677,0
0.728,0.902572,0.517126,0.644677,0
0.729,0.902715,0.517609,0.645677,0
0.73,0.902856,0.518091,0.646677,0
0.731,0.902995,0.518573,0.647677,0
0.732,0.903132,0.519054,0.648677,0
0.733,0.903267,0.519535,0.649677,0
0.734,0.903401,0.520015,0.650676,0
0.735,0.903533,0.520495,0.651676,0
0.736,0.903663,0.520974,0.652676,0
0.737,0.903791,0.521453,0.653676,0
0.738,0.903917,0.521931,0.654676,0
0.739,0.904042,0.522409,0.655676,0
0.74,0.904165,0.522886,0.656676,0
0.741,0.904286,0.523363,0.657676,0
0.742,0.904405,0.523839,0.658676,0
0.743,0.904523,0.524315,0.659675,0
0.744,0.904638,0.524791,0.660675,0
0.745,0.904752,0.525266,0.661675,0
0.746,0.904865,0.52574,0.662675,0
0.747,0.904975,0.526214,0.663675,0
0.748,0.905084,0.526688,0.664675,0
0.749,0.905191,0.527161,0.665675,0
0.75,0.905296,0.527633,0.666675,0
0.751,0.905399,0.528106,0.667675,0
0.752,0.905501,0.528577,0.668674,0
0.753,0.905601,0.529048,0.669674,0
0.754,0.905699,0.529519,0.670674,0
0.755,0.905795,0.529989,0.671674,0
0.756,0.90589,0.530459,0.672674,0
0.757,0.905983,0.530928,0.673674,0
0.758,0.906074,0.531397,0.674674,0
0.759,0.906164,0.531866,0.675674,0
0.76,0.906252,0.532334,0.676674,0
0.761,0.906338,0.532801,0.677674,0
0.762,0.906422,0.533268,0.678674,0
0.763,0.906505,0.533734,0.679674,0
0.764,0.906586,0.534201,0.680673,0
0.765,0.906665,0.534666,0.681673,0
0.766,0.906743,0.535131,0.682673,0
0.767,0.906819,0.535596,0.683673,0
0.768,0.906893,0.53606,0.684673,0
0.769,0.906966,0.536524,0.685673,0
0.77,0.907037,0.536987,0.686673,0
0.771,0.907106,0.53745,0.687673,0
0.772,0.907174,0.537912,0.688673,0
0.773,0.907239,0.538374,0.689673,0
0.774,0.907304,0.538835,0.690673,0
0.775,0.907366,0.539296,0.691673,0
0.776,0.907427,0.539757,0.692672,0
0.777,0.907486,0.540217,0.693672,0
0.778,0.907544,0.540676,0.694672,0
0.779,0.9076,0.541135,0.695672,0
0.78,0.907654,0.541594,0.696672,0
0.781,0.907707,0.542052,0.697672,0
0.782,0.907758,0.54251,0.698672,0
0.783,0.907807,0.542967,0.699672,0
0.784,0.907855,0.543424,0.700672,0
0.785,0.907901,0.54388,0.701672,0
0.786,0.907946,0.544336,0.702672,0
0.787,0.907989,0.544792,0.703672,0
0.788,0.90803,0.545247,0.704672,0
0.789,0.90807,0.545701,0.705672,0
0.79,0.908108,0.546155,0.706672,0
0.791,0.908144,0.546609,0.707672,0
0.792,0.908179,0.547062,0.708671,0
0.793,0.908213,0.547515,0.709671,0
0.794,0.908244,0.547967,0.710671,0
0.795,0.908275,0.548419,0.711671,0
0.796,0.908303,0.54887,0.712671,0
0.797,0.90833,0.549321,0.713671,0
0.798,0.908355,0.549771,0.714671,0
0.799,0.908379,0.550221,0.715671,0
0.8,0.908402,0.550671,0.716671,0
0.801,0.908422,0.55112,0.717671,0
0.802,0.908441,0.551569,0.718671,0
0.803,0.908459,0.552017,0.719671,0
0.804,0.908475,0.552465,0.720671,0
0.805,0.90849,0.552912,0.721671,0
0.806,0.908502,0.553359,0.722671,0
0.807,0.908514,0.553805,0.723671,0
0.808,0.908524,0.554251,0.724671,0
0.809,0.908532,0.554697,0.725671,0
0.81,0.908539,0.555142,0.72667,0
0.811,0.908544,0.555587,0.72767,0
0.812,0.908548,0.556031,0.72867,0
0.813,0.90855,0.556475,0.72967,0
0.814,0.908551,0.556918,0.73067,0
0.815,0.90855,0.557361,0.73167,0
0.816,0.908548,0.557803,0.73267,0
0.817,0.908544,0.558245,0.73367,0
0.818,0.908538,0.558687,0.73467,0
0.819,0.908532,0.559128,0.73567,0
0.82,0.908523,0.559568,0.73667,0
0.821,0.908513,0.560009,0.73767,0
0.822,0.908502,0.560448,0.73867,0
0.823,0.908489,0.560888,0.73967,0
0.824,0.908475,0.561327,0.74067,0
0.825,0.908459,0.561765,0.74167,0
0.826,0.908442,0.562203,0.74267,0
0.827,0.908423,0.562641,0.74367,0
0.828,0.908403,0.563078,0.74467,0
0.829,0.908382,0.563514,0.74567,0
0.83,0.908359,0.563951,0.74667,0
0.831,0.908334,0.564387,0.74767,0
0.832,0.908308,0.564822,0.74867,0
0.833,0.908281,0.565257,0.74967,0
0.834,0.908252,0.565691,0.75067,0
0.835,0.908222,0.566126,0.751669,0
0.836,0.90819,0.566559,0.752669,0
0.837,0.908157,0.566992,0.753669,0
0.838,0.908122,0.567425,0.754669,0
0.839,0.908086,0.567858,0.755669,0
0.84,0.908049,0.568289,0.756669,0
0.841,0.90801,0.568721,0.757669,0
0.842,0.90797,0.569152,0.758669,0
0.843,0.907928,0.569583,0.759669,0
0.844,0.907885,0.570013,0.760669,0
0.845,0.90784,0.570443,0.761669,0
0.846,0.907794,0.570872,0.762669,0
0.847,0.907747,0.571301,0.763669,0
0.848,0.907698,0.571729,0.764669,0
0.849,0.907648,0.572157,0.765669,0
0.85,0.907597,0.572585,0.766669,0
0.851,0.907544,0.573012,0.767669,0
0.852,0.90749,0.573439,0.768669,0
0.853,0.907434,0.573865,0.769669,0
0.854,0.907377,0.574291,0.770669,0
0.855,0.907319,0.574717,0.771669,0
0.856,0.907259,0.575142,0.772669,0
0.857,0.907198,0.575567,0.773669,0
0.858,0.907136,0.575991,0.774669,0
0.859,0.907072,0.576415,0.775669,0
0.86,0.907007,0.576838,0.776669,0
0.861,0.906941,0.577261,0.777669,0
0.862,0.906873,0.577683,0.778669,0
0.863,0.906804,0.578106,0.779669,0
0.864,0.906733,0.578527,0.780669,0
0.865,0.906662,0.578948,0.781669,0
0.866,0.906589,0.579369,0.782669,0
0.867,0.906514,0.57979,0.783669,0
0.868,0.906438,0.58021,0.784669,0
0.869,0.906361,0.580629,0.785669,0
0.87,0.906283,0.581048,0.786668,0
0.871,0.906203,0.581467,0.787668,0
0.872,0.906122,0.581886,0.788668,0
0.873,0.90604,0.582303,0.789668,0
0.874,0.905956,0.582721,0.790668,0
0.875,0.905872,0.583138,0.791668,0
0.876,0.905785,0.583555,0.792668,0
0.877,0.905698,0.583971,0.793668,0
0.878,0.905609,0.584387,0.794668,0
0.879,0.905519,0.584802,0.795668,0
0.88,0.905428,0.585217,0.796668,0
0.881,0.905335,0.585632,0.797668,0
0.882,0.905242,0.586046,0.798668,0
0.883,0.905147,0.58646,0.799668,0
0.884,0.90505,0.586873,0.800668,0
0.885,0.904953,0.587286,0.801668,0
0.886,0.904854,0.587698,0.802668,0
0.887,0.904754,0.58811,0.803668,0
0.888,0.904652,0.588522,0.804668,0
0.889,0.90455,0.588933,0.805668,0
0.89,0.904446,0.589344,0.806668,0
0.891,0.904341,0.589755,0.807668,0
0.892,0.904234,0.590165,0.808668,0
0.893,0.904127,0.590574,0.809668,0
0.894,0.904018,0.590984,0.810668,0
0.895,0.903908,0.591392,0.811668,0
0.896,0.903797,0.591801,0.812668,0
0.897,0.903685,0.592209,0.813668,0
0.898,0.903571,0.592616,0.814668,0
0.899,0.903456,0.593024,0.815668,0
0.9,0.90334,0.59343,0.816668,0
0.901,0.903223,0.593837,0.817668,0
0.902,0.903105,0.594243,0.818668,0
0.903,0.902985,0.594648,0.819668,0
0.904,0.902864,0.595053,0.820668,0
0.905,0.902742,0.595458,0.821668,0
0.906,0.902619,0.595862,0.822668,0
0.907,0.902495,0.596266,0.823668,0
0.908,0.902369,0.59667,0.824668,0
0.909,0.902243,0.597073,0.825668,0
0.91,0.902115,0.597476,0.826668,0
0.911,0.901986,0.597878,0.827668,0
0.912,0.901856,0.59828,0.828668,0
0.913,0.901724,0.598682,0.829668,0
0.914,0.901592,0.599083,0.830668,0
0.915,0.901458,0.599483,0.831668,0
0.916,0.901323,0.599884,0.832668,0
0.917,0.901188,0.600284,0.833668,0
0.918,0.90105,0.600683,0.834668,0
0.919,0.900912,0.601082,0.835668,0
0.92,0.900773,0.601481,0.836668,0
0.921,0.900633,0.601879,0.837668,0
0.922,0.900491,0.602277,0.838668,0
0.923,0.900348,0.602675,0.839668,0
0.924,0.900205,0.603072,0.840668,0
0.925,0.90006,0.603469,0.841668,0
0.926,0.899914,0.603865,0.842668,0
0.927,0.899766,0.604261,0.843668,0
0.928,0.899618,0.604656,0.844668,0
0.929,0.899469,0.605052,0.845668,0
0.93,0.899319,0.605446,0.846668,0
0.931,0.899167,0.605841,0.847668,0
0.932,0.899014,0.606235,0.848668,0
0.933,0.898861,0.606628,0.849668,0
0.934,0.898706,0.607021,0.850667,0
0.935,0.89855,0.607414,0.851667,0
0.936,0.898393,0.607807,0.852667,0
0.937,0.898235,0.608199,0.853667,0
0.938,0.898076,0.60859,0.854667,0
0.939,0.897916,0.608981,0.855667,0
0.94,0.897755,0.609372,0.856667,0
0.941,0.897593,0.609763,0.857667,0
0.942,0.897429,0.610153,0.858667,0
0.943,0.897265,0.610542,0.859667,0
0.944,0.8971,0.610932,0.860667,0
0.945,0.896933,0.61132,0.861667,0
0.946,0.896766,0.611709,0.862667,0
0.947,0.896597,0.612097,0.863667,0
0.948,0.896428,0.612485,0.864667,0
0.949,0.896257,0.612872,0.865667,0
0.95,0.896086,0.613259,0.866667,0
0.951,0.895913,0.613646,0.867667,0
0.952,0.89574,0.614032,0.868667,0
0.953,0.895565,0.614417,0.869667,0
0.954,0.895389,0.614803,0.870667,0
0.955,0.895213,0.615188,0.871667,0
0.956,0.895035,0.615572,0.872667,0
0.957,0.894856,0.615957,0.873667,0
0.958,0.894677,0.616341,0.874667,0
0.959,0.894496,0.616724,0.875667,0
0.96,0.894315,0.617107,0.876667,0
0.961,0.894132,0.61749,0.877667,0
0.962,0.893948,0.617872,0.878667,0
0.963,0.893764,0.618254,0.879667,0
0.964,0.893578,0.618636,0.880667,0
0.965,0.893392,0.619017,0.881667,0
0.966,0.893204,0.619398,0.882667,0
0.967,0.893016,0.619778,0.883667,0
0.968,0.892826,0.620158,0.884667,0
0.969,0.892636,0.620538,0.885667,0
0.97,0.892445,0.620917,0.886667,0
0.971,0.892253,0.621296,0.887667,0
0.972,0.892059,0.621674,0.888667,0
0.973,0.891865,0.622053,0.889667,0
0.974,0.89167,0.62243,0.890667,0
0.975,0.891474,0.622808,0.891667,0
0.976,0.891277,0.623185,0.892667,0
0.977,0.891079,0.623561,0.893667,0
0.978,0.89088,0.623938,0.894667,0
0.979,0.890681,0.624313,0.895667,0
0.98,0.89048,0.624689,0.896667,0
0.981,0.890278,0.625064,0.897667,0
0.982,0.890076,0.625439,0.898667,0
0.983,0.889872,0.625813,0.899667,0
0.984,0.889668,0.626187,0.900667,0
0.985,0.889463,0.626561,0.901667,0
0.986,0.889257,0.626934,0.902667,0
0.987,0.88905,0.627307,0.903667,0
0.988,0.888842,0.627679,0.904667,0
0.989,0.888633,0.628052,0.905667,0
0.99,0.888423,0.628423,0.906667,0
0.991,0.888213,0.628795,0.907667,0
0.992,0.888001,0.629166,0.908667,0
0.993,0.887789,0.629536,0.909667,0
0.994,0.887576,0.629907,0.910667,0
0.995,0.887362,0.630277,0.911667,0
0.996,0.887147,0.630646,0.912667,0
0.997,0.886931,0.631015,0.913667,0
0.998,0.886714,0.631384,0.914667,0
0.999,0.886497,0.631752,0.915667,0
1,0.886279,0.632121,0.916667,0
